Id,B_Age,B_Height,B_Weight,B_Name,R_Age,R_Height,R_Weight,R_Name,winby,winner
1965,28.0,177.0,65.0,Brandon Davis,31.0,170.0,65.0,Kyle Bochniak,DEC,red
1966,27.0,180.0,65.0,Shane Burgos,30.0,180.0,65.0,Calvin Kattar,KO/TKO,red
1967,28.0,165.0,56.0,Alexandre Pantoja,29.0,165.0,56.0,Dustin Ortiz,DEC,red
1968,35.0,177.0,70.0,Gleison Tibau,26.0,177.0,70.0,Islam Makhachev,KO/TKO,red
1969,29.0,187.0,93.0,Volkan Oezdemir,39.0,180.0,106.0,Daniel Cormier,KO/TKO,red
1970,32.0,193.0,113.0,Francis Ngannou,36.0,193.0,109.0,Stipe Miocic,DEC,red
1971,38.0,185.0,93.0,Francimar Barroso,33.0,190.0,93.0,Gian Villante,DEC,red
1972,31.0,172.0,61.0,Rob Font,27.0,170.0,61.0,Thomas Almeida,KO/TKO,blue
1973,28.0,170.0,65.0,Julio Arce,27.0,170.0,65.0,Dan Ige,DEC,blue
1974,29.0,170.0,65.0,Enrique Barzola,33.0,177.0,65.0,Matt Bessette,DEC,blue
1975,36.0,165.0,52.0,Juliana Lima,33.0,162.0,52.0,Randa Markos,DEC,red
1976,34.0,185.0,84.0,Derek Brunson,38.0,185.0,84.0,Jacare Souza,KO/TKO,red
1977,32.0,167.0,56.0,Mara Romero Borella,29.0,175.0,56.0,Katlyn Chookagian,DEC,red
1978,28.0,170.0,56.0,Ji Yeon Kim,30.0,165.0,56.0,Justine Kish,DEC,blue
1979,29.0,172.0,70.0,Joaquim Silva,35.0,177.0,70.0,Vinc Pichel,DEC,red
1980,31.0,175.0,70.0,Gregor Gillespie,31.0,177.0,70.0,Jordan Rinaldi,KO/TKO,blue
1981,32.0,177.0,70.0,Bobby Green,30.0,177.0,70.0,Erik Koch,DEC,blue
1982,28.0,180.0,65.0,Andre Fili,31.0,167.0,65.0,Dennis Bermudez,DEC,blue
1983,31.0,170.0,65.0,Godofredo Pepey,27.0,172.0,65.0,Mirsad Bektic,KO/TKO,red
1984,37.0,182.0,77.0,George Sullivan,29.0,182.0,77.0,Niko Price,SUB,red
1985,29.0,175.0,77.0,Frank Camacho,29.0,172.0,70.0,Drew Dober,DEC,red
1986,26.0,180.0,61.0,Cory Sandhagen,26.0,182.0,65.0,Austin Arnett,KO/TKO,blue
1987,24.0,167.0,56.0,Joseph Morales,30.0,165.0,56.0,Deiveson Figueiredo,KO/TKO,red
1988,30.0,193.0,93.0,Anthony Smith,34.0,187.0,93.0,Thiago Santos,KO/TKO,red
1989,30.0,170.0,56.0,Priscila Cachoeira,30.0,165.0,56.0,Valentina Shevchenko,SUB,red
1990,26.0,165.0,52.0,Polyana Viana,36.0,162.0,52.0,Maia Stevenson,SUB,blue
1991,31.0,185.0,93.0,Eryk Anders,40.0,185.0,84.0,Lyoto Machida,DEC,red
1992,32.0,175.0,70.0,Damir Hadzovic,35.0,180.0,70.0,Alan Patrick,DEC,red
1993,31.0,167.0,61.0,Joe Soto,38.0,175.0,61.0,Iuri Alcantara,KO/TKO,red
1994,28.0,177.0,70.0,Desmond Green,37.0,167.0,77.0,Michel Prazeres,DEC,red
1995,34.0,187.0,77.0,Tim Means,36.0,182.0,77.0,Sergio Moraes,DEC,red
1996,25.0,172.0,61.0,Marlon Vera,33.0,170.0,61.0,Douglas Silva de Andrade,DEC,red
1997,33.0,190.0,84.0,Luke Rockhold,41.0,182.0,84.0,Yoel Romero,KO/TKO,red
1998,31.0,185.0,93.0,Saparbeg Safarov,27.0,190.0,93.0,Tyson Pedro,SUB,red
1999,30.0,165.0,56.0,Ben Nguyen,33.0,165.0,56.0,Jussier Formiga,SUB,red
2000,27.0,193.0,120.0,Curtis Blaydes,44.0,177.0,120.0,Mark Hunt,DEC,blue
2001,36.0,187.0,77.0,Dong Hyun Kim,33.0,177.0,70.0,Damien Brown,DEC,blue
2002,28.0,172.0,61.0,Jose Quinonez,27.0,170.0,61.0,Teruto Ishihara,DEC,blue
2003,37.0,170.0,70.0,Mizuto Hirota,34.0,172.0,70.0,Ross Pearson,DEC,red
2004,29.0,193.0,84.0,Israel Adesanya,26.0,190.0,84.0,Rob Wilkinson,KO/TKO,blue
2005,30.0,182.0,77.0,Li Jingliang,24.0,180.0,77.0,Jake Matthews,DEC,red
2006,26.0,180.0,77.0,Daichi Abe,30.0,180.0,77.0,Luke Jumeau,DEC,red
2007,26.0,180.0,65.0,Jeremy Kennedy,29.0,200.0,113.0,Alexander Volkanovski,KO/TKO,red
2008,40.0,175.0,84.0,Hector Lombard,35.0,187.0,84.0,CB Dollaway,,red
2009,39.0,190.0,109.0,Andrei Arlovski,30.0,213.0,120.0,Stefan Struve,DEC,blue
2010,25.0,162.0,52.0,Mackenzie Dern,30.0,170.0,52.0,Ashley Yoder,DEC,blue
2011,27.0,172.0,61.0,Ketlen Vieira,,,,Cat Zingano,DEC,blue
2012,29.0,175.0,61.0,Andre Soukhamthath,23.0,180.0,61.0,Sean O'Malley,DEC,red
2013,28.0,167.0,61.0,Cody Stamann,34.0,172.0,61.0,Bryan Caraway,DEC,blue
2014,31.0,190.0,93.0,Adam Milstead,29.0,187.0,93.0,Jordan Johnson,DEC,red
2015,32.0,167.0,61.0,Pedro Munhoz,34.0,160.0,61.0,John Dodson,DEC,red
2016,28.0,167.0,65.0,Yana Kunitskaya,33.0,172.0,65.0,Cris Cyborg,KO/TKO,red
2017,27.0,172.0,65.0,Brian Ortega,36.0,167.0,65.0,Frankie Edgar,KO/TKO,blue
2018,31.0,180.0,77.0,Zak Ottow,43.0,182.0,77.0,Mike Pyle,KO/TKO,blue
2019,26.0,175.0,70.0,Alexander Hernandez,29.0,177.0,70.0,Beneil Dariush,KO/TKO,blue
2020,31.0,177.0,70.0,Thibault Gouti,22.0,182.0,77.0,Sage Northcutt,DEC,red
2021,32.0,190.0,113.0,Marcin Tybura,33.0,190.0,118.0,Derrick Lewis,KO/TKO,red
2022,27.0,187.0,77.0,Brian Camozzi,28.0,180.0,77.0,Geoff Neal,SUB,red
2023,27.0,167.0,56.0,Joby Sanchez,32.0,167.0,56.0,Roberto Sanchez,SUB,red
2024,24.0,172.0,61.0,Lucie Pudilova,30.0,170.0,61.0,Sarah Moras,DEC,blue
2025,40.0,175.0,70.0,Francisco Trinaldo,31.0,190.0,70.0,James Vick,DEC,red
2026,33.0,175.0,70.0,Diego Ferreira,30.0,175.0,70.0,Jared Gordon,KO/TKO,blue
2027,28.0,177.0,65.0,Brandon Davis,28.0,175.0,65.0,Steven Peterson,DEC,blue
2028,30.0,190.0,77.0,Curtis Millender,35.0,175.0,77.0,Thiago Alves,KO/TKO,blue
2029,28.0,180.0,77.0,Alex Morono,38.0,177.0,77.0,Joshua Burkman,SUB,blue
2030,32.0,187.0,84.0,Tim Williams,28.0,182.0,84.0,Oskar Piechota,KO/TKO,red
2031,36.0,182.0,77.0,Alan Jouban,35.0,187.0,77.0,Ben Saunders,KO/TKO,blue
2032,29.0,154.0,52.0,Tecia Torres,27.0,157.0,52.0,Jessica Andrade,DEC,red
2033,32.0,180.0,77.0,Max Griffin,27.0,177.0,77.0,Mike Perry,DEC,blue
2034,32.0,167.0,61.0,Brian Kelleher,31.0,167.0,61.0,Renan Barao,DEC,blue
2035,30.0,190.0,93.0,Marcin Prachnio,32.0,187.0,93.0,Sam Alvey,KO/TKO,red
2036,41.0,167.0,61.0,Marion Reneau,38.0,167.0,61.0,Sara McMann,SUB,blue
2037,35.0,177.0,93.0,Ilir Latifi,35.0,190.0,93.0,Ovince Saint Preux,SUB,blue
2038,32.0,170.0,61.0,Russell Doane,34.0,167.0,61.0,Rani Yahya,SUB,red
2039,33.0,160.0,52.0,Angela Hill,27.0,170.0,52.0,Maryna Moroz,DEC,blue
2040,26.0,167.0,56.0,Alex Perez,27.0,167.0,56.0,Eric Shelton,DEC,blue
2041,24.0,177.0,61.0,Manny Bermudez,27.0,175.0,61.0,Albert Morales,SUB,blue
2042,31.0,182.0,77.0,Peter Sobotta,27.0,182.0,77.0,Leon Edwards,KO/TKO,red
2043,29.0,190.0,109.0,Dmitry Sosnovskiy,34.0,187.0,109.0,Mark Godbeer,SUB,blue
2044,26.0,187.0,93.0,Magomed Ankalaev,30.0,193.0,93.0,Paul Craig,SUB,red
2045,34.0,180.0,70.0,Kajan Johnson,28.0,177.0,70.0,Stevie Ray,DEC,blue
2046,35.0,187.0,93.0,Jan Blachowicz,38.0,185.0,93.0,Jimi Manuwa,DEC,blue
2047,27.0,182.0,77.0,Oliver Enkamp,31.0,185.0,77.0,Danny Roberts,KO/TKO,red
2048,27.0,172.0,65.0,Hakeem Dawodu,30.0,182.0,65.0,Danny Henry,SUB,red
2049,30.0,167.0,65.0,Alexander Volkov,41.0,193.0,104.0,Fabricio Werdum,KO/TKO,blue
2050,34.0,177.0,84.0,Charles Byrd,33.0,180.0,84.0,John Phillips,SUB,blue
2051,32.0,172.0,61.0,Terrion Ware,25.0,170.0,61.0,Tom Duquesnoy,DEC,red
2052,31.0,175.0,70.0,Al Iaquinta,30.0,177.0,70.0,Khabib Nurmagomedov,DEC,red
2053,31.0,167.0,52.0,Joanna Jedrzejczyk,26.0,165.0,52.0,Rose Namajunas,DEC,red
2054,34.0,162.0,52.0,Felice Herrig,32.0,160.0,52.0,Karolina Kowalkiewicz,DEC,red
2055,32.0,172.0,70.0,Chris Gruetzemacher,34.0,177.0,70.0,Joe Lauzon,KO/TKO,blue
2056,31.0,172.0,56.0,Ashlee Evans-Smith,29.0,167.0,56.0,Bec Rawlings,DEC,blue
2057,29.0,175.0,70.0,Olivier Aubin-Mercier,36.0,177.0,70.0,Evan Dunham,KO/TKO,blue
2058,31.0,170.0,65.0,Kyle Bochniak,27.0,185.0,65.0,Zabit Magomedsharipov,DEC,red
2059,29.0,193.0,93.0,Mike Rodriguez,28.0,182.0,93.0,Devin Clark,DEC,red
2060,29.0,180.0,70.0,Justin Gaethje,29.0,175.0,70.0,Dustin Poirier,KO/TKO,red
2061,30.0,180.0,77.0,Alex Oliveira,34.0,187.0,77.0,Carlos Condit,SUB,blue
2062,26.0,195.0,113.0,Adam Wieczorek,32.0,185.0,111.0,Arjan Bhullar,SUB,blue
2063,34.0,167.0,56.0,John Moraga,33.0,162.0,56.0,Wilson Reis,DEC,blue
2064,37.0,187.0,77.0,Yushin Okami,29.0,187.0,77.0,Dhiego Lima,DEC,blue
2065,31.0,170.0,52.0,Cortney Casey,32.0,160.0,52.0,Michelle Waterson,DEC,red
2066,,,,Antonio Carlos Junior,37.0,182.0,84.0,Tim Boetsch,SUB,blue
2067,26.0,165.0,56.0,Lauren Mueller,29.0,167.0,56.0,Shana Dobson,DEC,blue
2068,30.0,185.0,84.0,Brad Tavares,29.0,185.0,84.0,Krzysztof Jotko,KO/TKO,blue
2069,25.0,182.0,84.0,Marvin Vettori,29.0,193.0,84.0,Israel Adesanya,DEC,red
2070,35.0,185.0,77.0,Ricky Rainey,34.0,180.0,77.0,Muslim Salikhov,KO/TKO,red
2071,37.0,172.0,61.0,Patrick Williams,32.0,167.0,61.0,Luke Sanders,DEC,red
2072,31.0,182.0,70.0,Dan Moret,32.0,177.0,70.0,Gilbert Burns,KO/TKO,red
2073,39.0,180.0,106.0,Daniel Cormier,36.0,193.0,109.0,Stipe Miocic,KO/TKO,blue
2074,31.0,172.0,61.0,Rob Font,36.0,165.0,61.0,Raphael Assuncao,DEC,red
2075,28.0,185.0,93.0,Khalil Rountree Jr.,34.0,182.0,93.0,Gokhan Saki,KO/TKO,blue
2076,27.0,177.0,77.0,Mike Perry,34.0,180.0,70.0,Paul Felder,DEC,blue
2077,33.0,190.0,118.0,Derrick Lewis,32.0,193.0,113.0,Francis Ngannou,DEC,blue
2078,27.0,185.0,84.0,Paulo Costa,34.0,182.0,84.0,Uriah Hall,KO/TKO,blue
2079,31.0,177.0,70.0,Anthony Pettis,30.0,185.0,70.0,Michael Chiesa,SUB,blue
2080,32.0,180.0,77.0,Max Griffin,30.0,190.0,77.0,Curtis Millender,DEC,red
2081,32.0,177.0,70.0,Gilbert Burns,28.0,182.0,70.0,Dan Hooker,KO/TKO,red
2082,30.0,172.0,70.0,Drakkar Klose,26.0,175.0,70.0,Lando Vannata,DEC,blue
2083,27.0,165.0,56.0,Emily Whitmire,29.0,154.0,52.0,Jamie Moyle,DEC,blue
2084,34.0,187.0,93.0,Thiago Santos,37.0,185.0,84.0,David Branch,KO/TKO,red
2085,37.0,187.0,93.0,Patrick Cummins,29.0,190.0,93.0,Corey Anderson,DEC,red
2086,26.0,170.0,61.0,Brett Johns,29.0,170.0,61.0,Aljamain Sterling,DEC,red
2087,28.0,182.0,70.0,Dan Hooker,35.0,172.0,70.0,Jim Miller,KO/TKO,blue
2088,26.0,175.0,70.0,Kevin Lee,32.0,180.0,70.0,Edson Barboza,KO/TKO,blue
2089,31.0,175.0,77.0,Alex Garcia,35.0,185.0,77.0,Ryan LaFlare,DEC,red
2090,34.0,180.0,77.0,Keita Nakamura,28.0,182.0,70.0,Tony Martin,DEC,red
2091,34.0,172.0,65.0,Cub Swanson,36.0,167.0,65.0,Frankie Edgar,DEC,red
2092,28.0,193.0,113.0,Chase Sherman,31.0,185.0,119.0,Justin Willis,DEC,red
2093,,170.0,61.0,Ricky Simon,27.0,167.0,61.0,Merab Dvalishvili,KO/TKO,blue
2094,30.0,154.0,52.0,Carla Esparza,29.0,162.0,52.0,Claudia Gadelha,DEC,red
2095,25.0,167.0,56.0,Sergio Pettis,34.0,162.0,56.0,Joseph Benavidez,DEC,blue
2096,27.0,193.0,120.0,Curtis Blaydes,38.0,193.0,120.0,Alistair Overeem,KO/TKO,blue
2097,30.0,193.0,93.0,Anthony Smith,39.0,182.0,93.0,Rashad Evans,KO/TKO,blue
2098,41.0,182.0,84.0,Yoel Romero,27.0,182.0,84.0,Robert Whittaker,DEC,red
2099,25.0,187.0,119.0,Tai Tuivasa,39.0,190.0,109.0,Andrei Arlovski,DEC,blue
2100,27.0,170.0,65.0,Dan Ige,29.0,177.0,65.0,Mike Santiago,KO/TKO,blue
2101,30.0,180.0,77.0,Colby Covington,33.0,172.0,77.0,Rafael Dos Anjos,DEC,blue
2102,39.0,193.0,113.0,Chris de la Rocha,36.0,180.0,111.0,Rashad Coulter,KO/TKO,blue
2103,28.0,182.0,65.0,Megan Anderson,36.0,172.0,65.0,Holly Holm,DEC,red
2104,27.0,172.0,65.0,Mirsad Bektic,36.0,172.0,65.0,Ricardo Lamas,DEC,blue
2105,33.0,187.0,77.0,Mike Jackson,39.0,185.0,77.0,CM Punk,DEC,blue
2106,28.0,177.0,70.0,Charles Oliveira,36.0,170.0,65.0,Clay Guida,SUB,blue
2107,26.0,175.0,84.0,Kelvin Gastelum,38.0,185.0,84.0,Jacare Souza,DEC,blue
2108,30.0,170.0,61.0,Raquel Pennington,30.0,172.0,61.0,Amanda Nunes,KO/TKO,red
2109,28.0,185.0,84.0,Karl Roberson,33.0,185.0,84.0,Cezar Ferreira,SUB,red
2110,30.0,185.0,84.0,Jack Hermansson,37.0,185.0,84.0,Thales Leites,KO/TKO,blue
2111,34.0,167.0,70.0,Nick Hein,31.0,172.0,70.0,Davi Ramos,SUB,red
2112,31.0,177.0,84.0,Ramazan Emeev,36.0,182.0,77.0,Alberto Mina,DEC,blue
2113,32.0,167.0,61.0,Brian Kelleher,28.0,160.0,61.0,John Lineker,KO/TKO,red
2114,26.0,160.0,52.0,Amanda Cooper,25.0,162.0,52.0,Mackenzie Dern,SUB,red
2115,27.0,190.0,120.0,Junior Albini,,,,Aleksei Oleinik,SUB,red
2116,34.0,182.0,77.0,Sultan Aliev,27.0,180.0,77.0,Warlley Alves,KO/TKO,red
2117,27.0,185.0,77.0,Sean Strickland,31.0,180.0,77.0,Elizeu Zaleski dos Santos,KO/TKO,red
2118,29.0,193.0,84.0,James Bochnovic,28.0,185.0,84.0,Markus Perez,SUB,red
2119,28.0,200.0,111.0,Daniel Spitz,35.0,195.0,113.0,Walt Harris,KO/TKO,red
2120,35.0,170.0,56.0,Lauren Murphy,33.0,162.0,56.0,Sijara Eubanks,DEC,red
2121,26.0,162.0,56.0,Jose Torres,25.0,160.0,56.0,Jarred Brooks,KO/TKO,blue
2122,30.0,167.0,61.0,Marlon Moraes,29.0,162.0,61.0,Jimmie Rivera,KO/TKO,blue
2123,32.0,187.0,93.0,Sam Alvey,33.0,190.0,93.0,Gian Villante,DEC,blue
2124,35.0,187.0,77.0,Ben Saunders,33.0,175.0,77.0,Jake Ellenberger,KO/TKO,blue
2125,30.0,,70.0,Daniel Teymur,28.0,170.0,65.0,Julio Arce,SUB,red
2126,25.0,167.0,61.0,Nathaniel Wood,40.0,170.0,61.0,Johnny Eduardo,SUB,blue
2127,35.0,177.0,70.0,Gleison Tibau,28.0,177.0,70.0,Desmond Green,DEC,red
2128,29.0,175.0,70.0,David Teymur,34.0,172.0,70.0,Nik Lentz,DEC,blue
2129,31.0,187.0,77.0,Chance Rencountre,30.0,180.0,77.0,Belal Muhammad,DEC,red
2130,32.0,177.0,77.0,Chad Laprise,26.0,180.0,77.0,Vicente Luque,KO/TKO,red
2131,38.0,167.0,61.0,Guido Cannetti,26.0,172.0,65.0,Diego Rivas,DEC,blue
2132,27.0,165.0,52.0,Tatiana Suarez,25.0,165.0,52.0,Alexa Grasso,SUB,blue
2133,29.0,170.0,56.0,Andrea Lee,22.0,162.0,61.0,Veronica Macedo,DEC,blue
2134,29.0,162.0,52.0,Syuri Kondo,29.0,172.0,52.0,Poliana Botelho,KO/TKO,red
2135,38.0,167.0,61.0,Frankie Saenz,37.0,172.0,61.0,Henry Briones,DEC,blue
2136,28.0,193.0,93.0,Dominick Reyes,34.0,180.0,93.0,Jared Cannonier,KO/TKO,blue
2137,34.0,182.0,70.0,Felipe Silva,22.0,180.0,70.0,Claudio Puelles,SUB,red
2138,31.0,182.0,77.0,Kamaru Usman,40.0,185.0,77.0,Demian Maia,DEC,blue
2139,37.0,167.0,77.0,Michel Prazeres,34.0,182.0,77.0,Zak Cummings,DEC,blue
2140,24.0,185.0,65.0,Humberto Bandenay,30.0,172.0,65.0,Gabriel Benitez,KO/TKO,red
2141,29.0,172.0,52.0,Poliana Botelho,32.0,162.0,52.0,Pearl Gonzalez,DEC,blue
2142,29.0,190.0,93.0,Corey Anderson,35.0,190.0,93.0,Ovince Saint Preux,KO/TKO,red
2143,30.0,167.0,61.0,Marlon Moraes,34.0,160.0,61.0,John Dodson,DEC,blue
2144,31.0,190.0,93.0,Misha Cirkunov,38.0,187.0,93.0,Glover Teixeira,KO/TKO,red
2145,35.0,170.0,56.0,Lauren Murphy,39.0,162.0,56.0,Barb Honchak,DEC,blue
2146,25.0,177.0,70.0,Marc Diakiese,28.0,182.0,70.0,Dan Hooker,SUB,red
2147,29.0,170.0,61.0,Aljamain Sterling,30.0,167.0,61.0,Marlon Moraes,KO/TKO,red
2148,33.0,177.0,77.0,Abdul Razak Alhassan,29.0,182.0,77.0,Sabah Homasi,KO/TKO,blue
2149,26.0,190.0,113.0,Marcelo Golm,33.0,190.0,120.0,Tim Johnson,DEC,red
2150,32.0,182.0,112.0,Cyril Asker,25.0,187.0,119.0,Tai Tuivasa,KO/TKO,red
2151,31.0,177.0,77.0,Yancy Medeiros,35.0,185.0,77.0,Donald Cerrone,KO/TKO,red
2152,32.0,175.0,65.0,Jeremy Stephens,33.0,167.0,65.0,Josh Emmett,KO/TKO,blue
2153,30.0,180.0,65.0,Calvin Kattar,29.0,180.0,65.0,Renato Moicano,DEC,red
2154,29.0,167.0,61.0,Alejandro Perez,31.0,170.0,61.0,Matthew Lopez,KO/TKO,blue
2155,25.0,182.0,77.0,Luan Chagas,34.0,180.0,77.0,Siyar Bahadurzada,KO/TKO,red
2156,40.0,185.0,84.0,Lyoto Machida,41.0,182.0,84.0,Vitor Belfort,KO/TKO,blue
2157,35.0,177.0,70.0,Vinc Pichel,31.0,175.0,70.0,Gregor Gillespie,SUB,red
2158,28.0,165.0,56.0,Alexandre Pantoja,24.0,170.0,56.0,Brandon Moreno,DEC,blue
2159,29.0,162.0,52.0,Weili Zhang,28.0,152.0,52.0,Danielle Taylor,DEC,blue
2160,25.0,172.0,65.0,Shane Young,27.0,172.0,65.0,Rolando Dy,KO/TKO,blue
2161,33.0,167.0,65.0,Chad Mendes,29.0,177.0,65.0,Myles Jury,KO/TKO,blue
2162,32.0,177.0,84.0,Abu Azaitar,39.0,185.0,84.0,Vitor Miranda,DEC,blue
2163,35.0,187.0,84.0,CB Dollaway,25.0,182.0,84.0,Khalid Murtazaliev,KO/TKO,red
2164,30.0,180.0,61.0,Andre Ewell,31.0,167.0,61.0,Renan Barao,DEC,blue
2165,29.0,182.0,77.0,Bryan Barberena,33.0,175.0,77.0,Jake Ellenberger,KO/TKO,blue
2166,28.0,177.0,65.0,Brandon Davis,29.0,170.0,65.0,Enrique Barzola,DEC,red
2167,27.0,190.0,84.0,Tom Breese,40.0,182.0,84.0,Daniel Kelly,KO/TKO,blue
2168,25.0,182.0,77.0,Darren Till,35.0,182.0,77.0,Stephen Thompson,DEC,blue
2169,28.0,187.0,77.0,Craig White,31.0,190.0,77.0,Neil Magny,KO/TKO,red
2170,37.0,190.0,84.0,Trevor Smith,30.0,185.0,84.0,Elias Theodorou,DEC,red
2171,25.0,180.0,77.0,Carlo Pedersoli,29.0,185.0,77.0,Bradley Scott,DEC,blue
2172,37.0,185.0,77.0,Nordine Taleb,36.0,180.0,77.0,Claudio Silva,SUB,red
2173,24.0,175.0,65.0,Mads Burnell,24.0,172.0,65.0,Arnold Allen,SUB,red
2174,29.0,177.0,65.0,Makwan Amirkhani,26.0,177.0,65.0,Jason Knight,DEC,blue
2175,30.0,167.0,61.0,Gina Mazany,36.0,170.0,61.0,Lina Lansberg,DEC,red
2176,27.0,182.0,84.0,Darren Stewart,32.0,185.0,84.0,Eric Spicely,KO/TKO,blue
2177,28.0,162.0,56.0,Molly McCann,23.0,167.0,56.0,Gillian Robertson,SUB,red
2178,27.0,172.0,61.0,Cody Garbrandt,32.0,167.0,61.0,TJ Dillashaw,KO/TKO,red
2179,26.0,165.0,52.0,JJ Aldrich,26.0,165.0,52.0,Polyana Viana,DEC,blue
2180,31.0,175.0,61.0,Kyung Ho Kang,23.0,175.0,61.0,Ricardo Ramos,DEC,red
2181,29.0,175.0,61.0,Wuliji Buren,25.0,172.0,61.0,Marlon Vera,KO/TKO,red
2182,29.0,180.0,65.0,Renato Moicano,34.0,172.0,65.0,Cub Swanson,SUB,blue
2183,31.0,162.0,56.0,Henry Cejudo,32.0,160.0,56.0,Demetrious Johnson,DEC,blue
2184,26.0,175.0,61.0,Montel Jackson,,170.0,61.0,Ricky Simon,DEC,red
2185,26.0,170.0,61.0,Brett Johns,32.0,167.0,61.0,Pedro Munhoz,DEC,red
2186,27.0,172.0,65.0,Sheymon Moraes,24.0,170.0,65.0,Matt Sayles,DEC,blue
2187,26.0,162.0,56.0,Jose Torres,26.0,167.0,56.0,Alex Perez,KO/TKO,red
2188,25.0,190.0,84.0,Kevin Holland,34.0,187.0,93.0,Thiago Santos,DEC,red
2189,27.0,182.0,77.0,Leon Edwards,35.0,185.0,77.0,Donald Cerrone,DEC,blue
2190,27.0,190.0,93.0,Tyson Pedro,35.0,190.0,93.0,Ovince Saint Preux,SUB,red
2191,32.0,167.0,56.0,Jessica Eye,30.0,165.0,56.0,Jessica-Rose Clark,DEC,blue
2192,24.0,180.0,77.0,Jake Matthews,32.0,170.0,77.0,Shinsho Anzai,SUB,blue
2193,29.0,177.0,56.0,Ulka Sasaki,30.0,165.0,56.0,Jenel Lausa,SUB,blue
2194,21.0,172.0,56.0,Naoki Inoue,28.0,172.0,56.0,Matt Schnell,DEC,red
2195,29.0,165.0,52.0,Yan Xiaonan,25.0,152.0,52.0,Viviane Pereira,DEC,blue
2196,26.0,180.0,77.0,Daichi Abe,30.0,182.0,77.0,Li Jingliang,DEC,red
2197,20.0,172.0,61.0,Song Yadong,30.0,172.0,61.0,Felipe Arantes,KO/TKO,blue
2198,25.0,170.0,61.0,Petr Yan,27.0,170.0,61.0,Teruto Ishihara,KO/TKO,blue
2199,30.0,180.0,77.0,Hector Aldana,28.0,182.0,77.0,Song Kenan,KO/TKO,red
2200,31.0,167.0,56.0,Melinda Fabian,28.0,170.0,56.0,Ji Yeon Kim,DEC,red
2201,28.0,187.0,84.0,Julian Marquez,28.0,182.0,84.0,Alessio Di Chirico,DEC,red
2202,39.0,162.0,56.0,Barb Honchak,36.0,170.0,56.0,Roxanne Modafferi,KO/TKO,red
2203,27.0,160.0,56.0,Rachael Ostovich,23.0,170.0,56.0,Montana De La Rosa,SUB,red
2204,29.0,193.0,84.0,Israel Adesanya,30.0,185.0,84.0,Brad Tavares,DEC,blue
2205,28.0,175.0,65.0,Steven Peterson,33.0,177.0,65.0,Matt Bessette,DEC,blue
2206,25.0,172.0,65.0,Martin Bravo,30.0,177.0,65.0,Alex Caceres,DEC,red
2207,27.0,175.0,70.0,Richie Smullen,25.0,190.0,70.0,Luis Pena,SUB,red
2208,28.0,182.0,84.0,Oskar Piechota,30.0,185.0,84.0,Gerald Meerschaert,SUB,red
2209,,,,Allan Zuniga,32.0,175.0,70.0,John Gunther,DEC,red
2210,23.0,182.0,70.0,Joe Giannetti,26.0,180.0,70.0,Michael Trizano,DEC,red
2211,26.0,167.0,65.0,Brad Katona,32.0,170.0,65.0,Jay Cucciniello,DEC,blue
2212,24.0,177.0,65.0,Bryce Mitchell,27.0,170.0,65.0,Tyler Diamond,DEC,blue
2213,41.0,167.0,61.0,Marion Reneau,,,,Cat Zingano,DEC,red
2214,30.0,162.0,56.0,Jennifer Maia,34.0,167.0,56.0,Liz Carmouche,DEC,red
2215,26.0,172.0,56.0,Said Nurmagomedov,26.0,170.0,61.0,Justin Scoggins,DEC,blue
2216,32.0,180.0,114.0,Blagoy Ivanov,34.0,193.0,108.0,Junior Dos Santos,DEC,red
2217,29.0,200.0,113.0,Alexander Volkanovski,34.0,177.0,65.0,Darren Elkins,DEC,blue
2218,29.0,182.0,65.0,Rick Glenn,31.0,167.0,65.0,Dennis Bermudez,DEC,blue
2219,29.0,167.0,61.0,Alejandro Perez,34.0,170.0,61.0,Eddie Wineland,DEC,blue
2220,32.0,160.0,52.0,Jodie Esquibel,36.0,162.0,52.0,Jessica Aguilar,DEC,red
2221,31.0,170.0,65.0,Raoni Barcelos,32.0,180.0,65.0,Kurt Holobaugh,KO/TKO,blue
2222,,165.0,56.0,Elias Garcia,24.0,167.0,56.0,Mark De La Rosa,SUB,red
2223,31.0,180.0,77.0,Zak Ottow,22.0,182.0,77.0,Sage Northcutt,KO/TKO,red
2224,29.0,182.0,77.0,Niko Price,28.0,190.0,77.0,Randy Brown,KO/TKO,blue
2225,30.0,193.0,93.0,Anthony Smith,36.0,185.0,93.0,Mauricio Rua,KO/TKO,blue
2226,25.0,177.0,70.0,Marc Diakiese,23.0,177.0,70.0,Nasrat Haqparast,DEC,red
2227,30.0,213.0,120.0,Stefan Struve,32.0,190.0,113.0,Marcin Tybura,DEC,red
2228,26.0,182.0,93.0,Darko Stosic,27.0,182.0,93.0,Jeremy Kimball,KO/TKO,blue
2229,29.0,190.0,93.0,Corey Anderson,38.0,187.0,93.0,Glover Teixeira,DEC,blue
2230,26.0,195.0,93.0,Aleksandar Rakic,30.0,193.0,109.0,Justin Ledet,DEC,blue
2231,32.0,182.0,84.0,Bartosz Fabinski,30.0,180.0,77.0,Emil Meek,DEC,blue
2232,32.0,175.0,70.0,Damir Hadzovic,34.0,167.0,70.0,Nick Hein,DEC,blue
2233,28.0,182.0,77.0,David Zawada,31.0,185.0,77.0,Danny Roberts,DEC,red
