Id,B_Age,B_Height,B_Weight,B_Name,R_Age,R_Height,R_Weight,R_Name,winby,winner
889,31.0,193.0,84.0,Tamdan McCrory,30.0,190.0,84.0,Josh Samman,SUB,blue
890,33.0,182.0,77.0,Nate Diaz,32.0,177.0,65.0,Michael Johnson,DEC,blue
891,38.0,193.0,120.0,Alistair Overeem,34.0,193.0,108.0,Junior Dos Santos,KO/TKO,blue
892,39.0,175.0,70.0,Danny Castillo,34.0,172.0,70.0,Nik Lentz,DEC,red
893,26.0,180.0,77.0,Vicente Luque,35.0,177.0,77.0,Hayder Hassan,SUB,blue
894,31.0,175.0,65.0,Jim Alers,34.0,185.0,65.0,Cole Miller,KO/TKO,no contest
895,30.0,165.0,56.0,Valentina Shevchenko,33.0,165.0,61.0,Sarah Kaufman,DEC,blue
896,27.0,182.0,77.0,Leon Edwards,31.0,182.0,77.0,Kamaru Usman,DEC,red
897,25.0,187.0,93.0,Luis Henrique,32.0,193.0,113.0,Francis Ngannou,KO/TKO,red
898,32.0,160.0,52.0,Karolina Kowalkiewicz,33.0,162.0,52.0,Randa Markos,DEC,blue
899,28.0,187.0,84.0,Antonio Silva,44.0,177.0,120.0,Mark Hunt,KO/TKO,red
900,27.0,182.0,84.0,Robert Whittaker,34.0,182.0,84.0,Uriah Hall,DEC,blue
901,35.0,177.0,70.0,Akbarh Arreola,24.0,180.0,77.0,Jake Matthews,KO/TKO,red
902,31.0,182.0,77.0,Peter Sobotta,38.0,185.0,77.0,Kyle Noke,KO/TKO,red
903,33.0,190.0,93.0,Gian Villante,46.0,190.0,93.0,Anthony Perosh,KO/TKO,blue
904,27.0,193.0,84.0,Steve Montgomery,40.0,182.0,84.0,Daniel Kelly,DEC,red
905,35.0,182.0,77.0,Steve Kennedy,29.0,182.0,77.0,Richard Walsh,DEC,red
906,36.0,172.0,65.0,Holly Holm,31.0,170.0,61.0,Ronda Rousey,KO/TKO,blue
907,35.0,170.0,56.0,Valerie Letourneau,31.0,167.0,52.0,Joanna Jedrzejczyk,DEC,red
908,32.0,187.0,120.0,Jared Rosholt,30.0,213.0,120.0,Stefan Struve,DEC,blue
909,33.0,167.0,56.0,Danny Martinez,35.0,167.0,56.0,Richie Vaculik,DEC,blue
910,31.0,180.0,77.0,Anton Zafir,30.0,177.0,77.0,James Moontasri,KO/TKO,red
911,29.0,165.0,56.0,Ryan Benoit,30.0,165.0,56.0,Ben Nguyen,SUB,red
912,30.0,175.0,70.0,Conor McGregor,32.0,170.0,65.0,Jose Aldo,KO/TKO,blue
913,33.0,190.0,84.0,Luke Rockhold,34.0,187.0,84.0,Chris Weidman,KO/TKO,blue
914,41.0,182.0,84.0,Yoel Romero,38.0,185.0,84.0,Jacare Souza,DEC,blue
915,40.0,177.0,77.0,Josh Koscheck,34.0,182.0,77.0,Erick Silva,SUB,red
916,28.0,160.0,52.0,Alexandra Albu,27.0,162.0,52.0,Izabela Badurek,KO/TKO,blue
917,35.0,177.0,70.0,Justin Edwards,33.0,177.0,77.0,Joe Proctor,SUB,red
918,30.0,165.0,56.0,Ben Nguyen,32.0,165.0,56.0,Alptekin Ozkilic,KO/TKO,blue
919,31.0,185.0,77.0,Cathal Pendred,33.0,185.0,77.0,Augusto Montano,DEC,blue
920,35.0,165.0,61.0,Bethe Correia,31.0,170.0,61.0,Ronda Rousey,KO/TKO,red
921,30.0,180.0,77.0,Alex Oliveira,35.0,177.0,70.0,KJ Noons,SUB,blue
922,29.0,177.0,56.0,Ulka Sasaki,26.0,167.0,61.0,Taylor Lapilus,KO/TKO,red
923,32.0,187.0,70.0,James Krause,33.0,172.0,70.0,Daron Cruickshank,SUB,blue
924,32.0,160.0,52.0,Michelle Waterson,35.0,154.0,52.0,Angela Magana,SUB,blue
925,31.0,190.0,93.0,Hans Stringer,35.0,177.0,93.0,Ilir Latifi,KO/TKO,red
926,32.0,180.0,70.0,Elias Silverio,31.0,182.0,70.0,Shane Campbell,DEC,red
927,34.0,180.0,70.0,Kajan Johnson,36.0,172.0,70.0,Naoyuki Kotani,DEC,blue
928,25.0,167.0,56.0,Sergio Pettis,37.0,160.0,56.0,Chris Cariaso,DEC,blue
929,32.0,175.0,70.0,Leandro Silva,32.0,175.0,70.0,Efrain Escudero,DEC,blue
930,36.0,180.0,77.0,Gasan Umalatov,34.0,182.0,77.0,Viscardi Andrade,DEC,red
931,29.0,182.0,77.0,Marcio Alexandre Junior,33.0,180.0,77.0,Court McGee,DEC,red
932,31.0,177.0,77.0,Yancy Medeiros,33.0,172.0,70.0,John Makdessi,DEC,blue
933,26.0,175.0,70.0,Kevin Lee,38.0,182.0,70.0,Leonardo Santos,KO/TKO,red
934,30.0,175.0,70.0,Magomed Mustafaev,33.0,177.0,77.0,Joe Proctor,KO/TKO,blue
935,32.0,175.0,65.0,Jeremy Stephens,26.0,180.0,65.0,Max Holloway,DEC,red
936,38.0,167.0,61.0,Frankie Saenz,39.0,167.0,61.0,Urijah Faber,DEC,red
937,30.0,180.0,77.0,Gunnar Nelson,40.0,185.0,77.0,Demian Maia,DEC,red
938,33.0,170.0,52.0,Jocelyn Jones-Lybarger,29.0,154.0,52.0,Tecia Torres,DEC,red
939,34.0,187.0,77.0,Carlos Condit,36.0,180.0,77.0,Robbie Lawler,DEC,red
940,29.0,172.0,70.0,Drew Dober,35.0,175.0,70.0,Scott Holtzman,DEC,blue
941,39.0,190.0,109.0,Andrei Arlovski,36.0,193.0,109.0,Stipe Miocic,KO/TKO,red
942,26.0,180.0,77.0,Albert Tumenov,32.0,180.0,77.0,Lorenz Larkin,DEC,blue
943,30.0,177.0,70.0,Joe Duffy,29.0,175.0,70.0,Dustin Poirier,DEC,red
944,32.0,165.0,52.0,Nina Ansaroff,30.0,165.0,56.0,Justine Kish,DEC,red
945,35.0,170.0,61.0,Masanori Kanehara,27.0,175.0,61.0,Michael McDonald,SUB,red
946,27.0,172.0,65.0,Brian Ortega,31.0,170.0,65.0,Diego Brandao,SUB,blue
947,34.0,177.0,77.0,Edgar Garcia,34.0,185.0,77.0,Sheldon Westcott,KO/TKO,red
948,32.0,180.0,70.0,Tony Sims,35.0,172.0,70.0,Abel Trujillo,SUB,red
949,28.0,180.0,77.0,Alex Morono,38.0,185.0,77.0,Kyle Noke,DEC,blue
950,33.0,180.0,77.0,Jorge Masvidal,34.0,175.0,77.0,Benson Henderson,DEC,red
951,36.0,182.0,77.0,Alberto Mina,43.0,177.0,77.0,Yoshihiro Akiyama,DEC,blue
952,32.0,172.0,65.0,Sam Sicilia,27.0,177.0,65.0,Dooho Choi,KO/TKO,red
953,36.0,187.0,77.0,Dong Hyun Kim,30.0,177.0,77.0,Dominique Steele,KO/TKO,red
954,32.0,180.0,65.0,Mike de la Torre,37.0,175.0,65.0,Yui Chul Nam,DEC,blue
955,35.0,177.0,70.0,Leo Kuntz,35.0,175.0,70.0,Tae Hyun Bang,DEC,red
956,29.0,190.0,93.0,Jake Collier,33.0,180.0,84.0,Dongi Yang,KO/TKO,red
957,39.0,165.0,56.0,Fredy Serrano,,,,Yao Zhikui,KO/TKO,blue
958,32.0,172.0,56.0,Marco Beltran,36.0,162.0,61.0,Ning Guangyou,DEC,blue
959,31.0,170.0,52.0,Cortney Casey,31.0,157.0,52.0,Seohee Ham,DEC,red
960,28.0,185.0,77.0,Dominic Waters,36.0,187.0,77.0,Dong Hyun Kim,KO/TKO,red
961,33.0,167.0,65.0,Chad Mendes,36.0,167.0,65.0,Frankie Edgar,KO/TKO,red
962,34.0,180.0,70.0,Tony Ferguson,32.0,180.0,70.0,Edson Barboza,SUB,blue
963,36.0,177.0,70.0,Evan Dunham,34.0,177.0,70.0,Joe Lauzon,DEC,blue
964,38.0,172.0,77.0,Mike Pierce,35.0,185.0,77.0,Ryan LaFlare,DEC,red
965,35.0,180.0,104.0,Konstantin Erokhin,39.0,187.0,109.0,Gabriel Gonzaga,DEC,red
966,28.0,165.0,56.0,Geane Herrera,27.0,167.0,56.0,Joby Sanchez,KO/TKO,blue
967,33.0,177.0,65.0,Ryan Hall,32.0,175.0,65.0,Artem Lobov,DEC,blue
968,30.0,175.0,70.0,Marcin Wrzosek,29.0,185.0,65.0,Julian Erosa,DEC,red
969,36.0,180.0,70.0,Abner Lloveras,32.0,172.0,70.0,Chris Gruetzemacher,DEC,red
970,24.0,162.0,56.0,Paige VanZant,26.0,165.0,52.0,Rose Namajunas,SUB,red
971,30.0,185.0,70.0,Michael Chiesa,35.0,172.0,70.0,Jim Miller,SUB,blue
972,34.0,187.0,93.0,Thiago Santos,30.0,185.0,84.0,Elias Theodorou,DEC,blue
973,37.0,180.0,84.0,Kevin Casey,,,,Antonio Carlos Junior,,no contest
974,36.0,182.0,77.0,Sergio Moraes,30.0,182.0,84.0,Omari Akhmedov,KO/TKO,blue
975,35.0,170.0,77.0,John Howard,34.0,187.0,77.0,Tim Means,KO/TKO,red
976,30.0,180.0,77.0,Andreas Stahl,32.0,182.0,77.0,Santiago Ponzinibbio,KO/TKO,red
977,40.0,177.0,77.0,Nathan Coy,31.0,185.0,77.0,Danny Roberts,SUB,red
978,34.0,175.0,65.0,Phillipe Nover,27.0,172.0,65.0,Zubaira Tukhugov,DEC,red
979,37.0,160.0,52.0,Emily Peters Kagan,27.0,162.0,52.0,Kailin Curran,SUB,red
980,28.0,177.0,70.0,Cody Pfister,22.0,182.0,77.0,Sage Northcutt,SUB,red
981,40.0,170.0,61.0,Johnny Eduardo,29.0,170.0,61.0,Aljamain Sterling,SUB,red
982,34.0,175.0,70.0,Eddie Alvarez,31.0,177.0,70.0,Anthony Pettis,DEC,blue
983,40.0,190.0,120.0,Matt Mitrione,36.0,200.0,115.0,Travis Browne,KO/TKO,red
984,38.0,185.0,93.0,Ed Herman,37.0,182.0,84.0,Tim Boetsch,KO/TKO,blue
985,33.0,172.0,70.0,Daron Cruickshank,34.0,180.0,70.0,Paul Felder,SUB,red
986,35.0,187.0,77.0,Ben Saunders,38.0,180.0,77.0,Patrick Cote,KO/TKO,red
987,35.0,185.0,93.0,Sean O'Connell,35.0,177.0,93.0,Ilir Latifi,KO/TKO,red
988,40.0,175.0,70.0,Francisco Trinaldo,34.0,172.0,70.0,Ross Pearson,DEC,blue
989,31.0,170.0,65.0,Kyle Bochniak,32.0,175.0,65.0,Charles Rosa,DEC,red
990,33.0,185.0,70.0,Mehdi Baghdad,31.0,177.0,70.0,Chris Wade,SUB,red
991,32.0,182.0,84.0,Elvis Mutapcic,38.0,185.0,93.0,Francimar Barroso,DEC,red
992,32.0,177.0,61.0,Joey Gomez,31.0,172.0,61.0,Rob Font,KO/TKO,red
993,32.0,167.0,61.0,Luke Sanders,34.0,172.0,65.0,Maximo Blanco,SUB,blue
994,35.0,187.0,93.0,Ryan Bader,34.0,187.0,93.0,Anthony Johnson,KO/TKO,red
995,33.0,175.0,77.0,Jake Ellenberger,32.0,177.0,77.0,Tarec Saffiedine,DEC,red
996,33.0,175.0,70.0,Diego Ferreira,29.0,175.0,70.0,Olivier Aubin-Mercier,DEC,blue
997,34.0,190.0,77.0,Alexander Yakovlev,37.0,182.0,77.0,George Sullivan,KO/TKO,blue
998,33.0,175.0,70.0,Felipe Olivieri,28.0,182.0,70.0,Tony Martin,SUB,red
999,36.0,193.0,120.0,Ben Rothwell,40.0,190.0,113.0,Josh Barnett,SUB,blue
1000,29.0,182.0,77.0,Bryan Barberena,22.0,182.0,77.0,Sage Northcutt,SUB,blue
1001,29.0,172.0,65.0,Levan Makashvili,30.0,180.0,65.0,Damon Jackson,,draw
1002,29.0,162.0,61.0,Jimmie Rivera,38.0,175.0,61.0,Iuri Alcantara,DEC,blue
1003,37.0,180.0,84.0,Kevin Casey,35.0,182.0,84.0,Rafael Natal,KO/TKO,red
1004,33.0,162.0,56.0,Wilson Reis,29.0,165.0,56.0,Dustin Ortiz,DEC,blue
1005,28.0,190.0,77.0,Randy Brown,28.0,193.0,77.0,Matt Dwyer,DEC,blue
1006,39.0,185.0,84.0,Michael Bisping,43.0,187.0,84.0,Anderson Silva,DEC,blue
1007,29.0,177.0,65.0,Makwan Amirkhani,31.0,170.0,65.0,Mike Wilkinson,DEC,blue
1008,31.0,172.0,70.0,Rustam Khabilov,31.0,180.0,70.0,Norman Parke,DEC,blue
1009,34.0,180.0,77.0,Keita Nakamura,27.0,190.0,84.0,Tom Breese,DEC,red
1010,40.0,167.0,61.0,Brad Pickett,37.0,172.0,61.0,Francisco Rivera,DEC,blue
1011,25.0,172.0,61.0,Marlon Vera,32.0,172.0,61.0,Davey Grant,DEC,red
1012,37.0,175.0,65.0,Yaotzin Meza,24.0,172.0,65.0,Arnold Allen,DEC,red
1013,29.0,185.0,84.0,Krzysztof Jotko,29.0,185.0,77.0,Bradley Scott,DEC,blue
1014,31.0,177.0,84.0,Chris Dempsey,30.0,190.0,84.0,Scott Askham,KO/TKO,red
1015,31.0,177.0,70.0,Thibault Gouti,31.0,185.0,70.0,Teemu Packalen,SUB,red
1016,37.0,185.0,84.0,Thales Leites,33.0,187.0,84.0,Gegard Mousasi,DEC,red
1017,33.0,185.0,70.0,Martin Svensson,29.0,175.0,70.0,David Teymur,KO/TKO,red
1018,35.0,182.0,77.0,Stephen Thompson,35.0,175.0,84.0,Johny Hendricks,KO/TKO,blue
1019,32.0,187.0,120.0,Jared Rosholt,42.0,182.0,119.0,Roy Nelson,DEC,red
1020,38.0,185.0,109.0,Damian Grabowski,33.0,190.0,118.0,Derrick Lewis,KO/TKO,red
1021,35.0,177.0,70.0,KJ Noons,38.0,177.0,77.0,Joshua Burkman,DEC,red
1022,31.0,177.0,77.0,Sean Spencer,43.0,182.0,77.0,Mike Pyle,KO/TKO,red
1023,38.0,185.0,93.0,Rafael Feijao,35.0,190.0,93.0,Ovince Saint Preux,DEC,red
1024,29.0,182.0,70.0,Alex White,32.0,175.0,65.0,Artem Lobov,DEC,blue
1025,28.0,193.0,84.0,Alex Nicholson,31.0,190.0,93.0,Misha Cirkunov,SUB,red
1026,26.0,172.0,65.0,Diego Rivas,34.0,175.0,65.0,Noad Lahat,KO/TKO,blue
1027,35.0,162.0,56.0,Zach Makovsky,34.0,162.0,56.0,Joseph Benavidez,DEC,red
1028,26.0,170.0,61.0,Justin Scoggins,25.0,162.0,56.0,Ray Borg,DEC,blue
1029,33.0,187.0,77.0,Mike Jackson,26.0,187.0,77.0,Mickey Gall,SUB,red
1030,35.0,167.0,61.0,Augusto Mendes,27.0,172.0,61.0,Cody Garbrandt,KO/TKO,red
1031,33.0,172.0,61.0,Kelly Faszholz,35.0,170.0,56.0,Lauren Murphy,KO/TKO,red
1032,40.0,180.0,77.0,Roan Carneiro,34.0,185.0,84.0,Derek Brunson,KO/TKO,red
1033,37.0,190.0,106.0,Shamil Abdurakhimov,38.0,195.0,118.0,Anthony Hamilton,DEC,blue
1034,31.0,182.0,70.0,Shane Campbell,32.0,187.0,70.0,James Krause,DEC,red
1035,27.0,185.0,77.0,Sean Strickland,31.0,175.0,77.0,Alex Garcia,KO/TKO,blue
1036,33.0,182.0,84.0,Leonardo Augusto Leleco,30.0,193.0,93.0,Anthony Smith,DEC,red
1037,31.0,180.0,84.0,Oluwale Bamgbose,36.0,175.0,84.0,Daniel Sarafian,KO/TKO,blue
1038,30.0,180.0,77.0,Alex Oliveira,35.0,185.0,77.0,Donald Cerrone,SUB,red
1039,31.0,172.0,56.0,Ashlee Evans-Smith,41.0,167.0,61.0,Marion Reneau,DEC,blue
1040,40.0,170.0,65.0,Tatsuya Kawajiri,31.0,167.0,65.0,Dennis Bermudez,DEC,red
1041,40.0,177.0,77.0,Nathan Coy,29.0,177.0,77.0,Jonavin Webb,DEC,blue
1042,39.0,190.0,119.0,Frank Mir,44.0,177.0,120.0,Mark Hunt,KO/TKO,red
1043,31.0,190.0,77.0,Neil Magny,40.0,175.0,84.0,Hector Lombard,KO/TKO,blue
1044,37.0,180.0,93.0,Steve Bosse,37.0,187.0,84.0,James Te Huna,KO/TKO,blue
1045,36.0,182.0,77.0,Alan Jouban,31.0,175.0,77.0,Brendan O'Reilly,KO/TKO,blue
1046,,,,Antonio Carlos Junior,40.0,182.0,84.0,Daniel Kelly,KO/TKO,red
1047,31.0,157.0,52.0,Seohee Ham,29.0,167.0,56.0,Bec Rawlings,DEC,red
1048,29.0,177.0,70.0,Johnny Case,24.0,180.0,77.0,Jake Matthews,SUB,red
1049,34.0,182.0,77.0,Viscardi Andrade,29.0,182.0,77.0,Richard Walsh,DEC,blue
1050,31.0,154.0,61.0,Rin Nakai,36.0,175.0,61.0,Leslie Smith,DEC,red
1051,32.0,172.0,65.0,Mark Eddiva,28.0,182.0,70.0,Dan Hooker,SUB,red
1052,33.0,177.0,70.0,Damien Brown,35.0,180.0,70.0,Alan Patrick,DEC,red
1053,32.0,167.0,61.0,Miesha Tate,36.0,172.0,65.0,Holly Holm,SUB,blue
1054,35.0,182.0,93.0,Tom Lawlor,29.0,190.0,93.0,Corey Anderson,DEC,red
1055,37.0,185.0,77.0,Nordine Taleb,34.0,182.0,77.0,Erick Silva,KO/TKO,blue
1056,33.0,180.0,65.0,Chas Skelly,34.0,177.0,65.0,Darren Elkins,DEC,red
1057,35.0,172.0,70.0,Jim Miller,36.0,177.0,70.0,Diego Sanchez,DEC,red
1058,30.0,165.0,56.0,Valentina Shevchenko,30.0,172.0,61.0,Amanda Nunes,DEC,red
1059,36.0,172.0,70.0,Justin Salas,32.0,180.0,70.0,Jason Saggo,KO/TKO,red
1060,27.0,170.0,61.0,Teruto Ishihara,29.0,185.0,65.0,Julian Erosa,KO/TKO,blue
1061,35.0,177.0,93.0,Ilir Latifi,33.0,190.0,93.0,Gian Villante,DEC,blue
1062,34.0,180.0,77.0,Siyar Bahadurzada,33.0,187.0,77.0,Brandon Thatch,SUB,blue
1063,35.0,182.0,84.0,Marcelo Guimaraes,39.0,185.0,84.0,Vitor Miranda,KO/TKO,red
1064,33.0,182.0,77.0,Nate Diaz,30.0,175.0,70.0,Conor McGregor,SUB,blue
1065,35.0,187.0,93.0,Jan Blachowicz,39.0,182.0,93.0,Igor Pokrajac,DEC,blue
1066,39.0,187.0,109.0,Gabriel Gonzaga,33.0,190.0,118.0,Derrick Lewis,KO/TKO,red
1067,27.0,193.0,120.0,Curtis Blaydes,32.0,193.0,113.0,Francis Ngannou,KO/TKO,red
1068,32.0,190.0,113.0,Marcin Tybura,33.0,190.0,120.0,Tim Johnson,DEC,red
1069,29.0,182.0,77.0,Bojan Velickovic,28.0,182.0,84.0,Alessio Di Chirico,DEC,blue
1070,34.0,182.0,77.0,Zak Cummings,33.0,180.0,77.0,Nicolas Dalby,DEC,blue
1071,32.0,175.0,70.0,Damir Hadzovic,30.0,175.0,70.0,Mairbek Taisumov,KO/TKO,red
1072,24.0,165.0,52.0,Cristina Stanciu,27.0,170.0,52.0,Maryna Moroz,DEC,red
1073,29.0,167.0,61.0,Alejandro Perez,31.0,165.0,61.0,Ian Entwistle,SUB,blue
1074,28.0,165.0,61.0,Damian Stasiak,26.0,177.0,61.0,Filip Pejic,SUB,blue
1075,29.0,182.0,65.0,Lucas Martins,35.0,175.0,65.0,Rob Whiteford,DEC,blue
1076,32.0,182.0,112.0,Cyril Asker,34.0,180.0,93.0,Jared Cannonier,KO/TKO,red
1077,41.0,182.0,84.0,Vitor Belfort,38.0,185.0,84.0,Jacare Souza,KO/TKO,red
1078,37.0,182.0,77.0,Matt Brown,40.0,185.0,77.0,Demian Maia,SUB,red
1079,29.0,182.0,77.0,Bryan Barberena,27.0,180.0,77.0,Warlley Alves,DEC,blue
1080,37.0,187.0,93.0,Patrick Cummins,42.0,187.0,93.0,Rogerio Nogueira,KO/TKO,red
1081,36.0,193.0,109.0,Stipe Miocic,41.0,193.0,104.0,Fabricio Werdum,KO/TKO,blue
1082,31.0,177.0,77.0,Yancy Medeiros,40.0,175.0,70.0,Francisco Trinaldo,DEC,red
1083,39.0,182.0,84.0,Nate Marquardt,34.0,187.0,93.0,Thiago Santos,KO/TKO,red
1084,27.0,172.0,65.0,Zubaira Tukhugov,29.0,180.0,65.0,Renato Moicano,DEC,red
1085,29.0,190.0,93.0,Corey Anderson,36.0,185.0,93.0,Mauricio Rua,DEC,red
1086,31.0,172.0,61.0,Rob Font,28.0,160.0,61.0,John Lineker,DEC,red
1087,36.0,175.0,61.0,Leslie Smith,33.0,172.0,65.0,Cris Cyborg,KO/TKO,red
1088,39.0,182.0,93.0,Rashad Evans,38.0,187.0,93.0,Glover Teixeira,KO/TKO,red
1089,29.0,154.0,52.0,Tecia Torres,26.0,165.0,52.0,Rose Namajunas,DEC,red
1090,30.0,185.0,70.0,Michael Chiesa,29.0,177.0,70.0,Beneil Dariush,SUB,blue
1091,30.0,170.0,61.0,Raquel Pennington,35.0,165.0,61.0,Bethe Correia,DEC,blue
1092,34.0,172.0,70.0,Hacran Dias,34.0,172.0,65.0,Cub Swanson,DEC,red
1093,32.0,182.0,77.0,Santiago Ponzinibbio,33.0,180.0,77.0,Court McGee,KO/TKO,blue
1094,33.0,185.0,84.0,Cezar Ferreira,31.0,180.0,84.0,Oluwale Bamgbose,DEC,blue
1095,37.0,165.0,61.0,Manvel Gamburyan,34.0,160.0,61.0,John Dodson,KO/TKO,red
1096,30.0,182.0,84.0,Omari Akhmedov,31.0,180.0,77.0,Elizeu Zaleski dos Santos,KO/TKO,red
1097,27.0,177.0,77.0,Michael Graves,28.0,190.0,77.0,Randy Brown,SUB,blue
1098,31.0,177.0,70.0,Darrell Horcher,30.0,177.0,70.0,Khabib Nurmagomedov,KO/TKO,red
1099,35.0,190.0,93.0,Ovince Saint Preux,31.0,193.0,93.0,Jon Jones,DEC,red
1100,31.0,162.0,56.0,Henry Cejudo,32.0,160.0,56.0,Demetrious Johnson,KO/TKO,red
1101,31.0,187.0,93.0,Clint Hester,33.0,185.0,93.0,Marcos Rogerio de Lima,SUB,red
1102,36.0,165.0,52.0,Juliana Lima,30.0,154.0,52.0,Carla Esparza,DEC,red
1103,28.0,180.0,65.0,Andre Fili,26.0,180.0,65.0,Yair Rodriguez,KO/TKO,red
1104,31.0,190.0,70.0,James Vick,27.0,182.0,70.0,Glaico Franca,DEC,blue
1105,32.0,180.0,70.0,Edson Barboza,31.0,177.0,70.0,Anthony Pettis,DEC,blue
1106,30.0,177.0,77.0,Dominique Steele,31.0,185.0,77.0,Danny Roberts,DEC,red
1107,26.0,175.0,70.0,Kevin Lee,32.0,175.0,70.0,Efrain Escudero,DEC,blue
1108,37.0,170.0,56.0,Chris Kelades,25.0,167.0,56.0,Sergio Pettis,DEC,red
1109,30.0,190.0,111.0,Cody East,35.0,195.0,113.0,Walt Harris,KO/TKO,red
1110,39.0,190.0,109.0,Andrei Arlovski,38.0,193.0,120.0,Alistair Overeem,KO/TKO,red
1111,30.0,213.0,120.0,Stefan Struve,28.0,187.0,84.0,Antonio Silva,KO/TKO,blue
1112,31.0,177.0,70.0,Chris Wade,31.0,172.0,70.0,Rustam Khabilov,DEC,red
1113,40.0,180.0,70.0,Reza Madadi,35.0,180.0,70.0,Yan Cabral,KO/TKO,blue
1114,36.0,185.0,84.0,Garreth McLellan,36.0,190.0,84.0,Magnus Cedenblad,KO/TKO,red
1115,28.0,185.0,77.0,Dominic Waters,27.0,182.0,77.0,Leon Edwards,DEC,red
1116,30.0,180.0,77.0,Gunnar Nelson,26.0,180.0,77.0,Albert Tumenov,SUB,blue
1117,33.0,167.0,65.0,Josh Emmett,34.0,180.0,70.0,Jon Tuck,DEC,blue
1118,34.0,160.0,52.0,Anna Elmose,34.0,175.0,61.0,Germaine de Randamie,KO/TKO,red
1119,38.0,185.0,93.0,Francimar Barroso,26.0,190.0,93.0,Nikita Krylov,SUB,red
1120,38.0,167.0,52.0,Heather Jo Clark,32.0,160.0,52.0,Karolina Kowalkiewicz,DEC,red
1121,31.0,172.0,56.0,Willie Gates,29.0,177.0,56.0,Ulka Sasaki,SUB,red
1122,39.0,185.0,84.0,Michael Bisping,33.0,190.0,84.0,Luke Rockhold,KO/TKO,blue
1123,39.0,167.0,61.0,Urijah Faber,33.0,172.0,61.0,Dominick Cruz,DEC,red
1124,32.0,177.0,70.0,Bobby Green,29.0,175.0,70.0,Dustin Poirier,KO/TKO,red
1125,31.0,190.0,70.0,James Vick,29.0,177.0,70.0,Beneil Dariush,KO/TKO,red
1126,32.0,182.0,84.0,Elvis Mutapcic,37.0,180.0,84.0,Kevin Casey,,draw
1127,29.0,190.0,93.0,Henrique da Silva,31.0,187.0,84.0,Jonathan Wilson,KO/TKO,blue
1128,36.0,187.0,77.0,Dong Hyun Kim,33.0,180.0,70.0,Polo Reyes,KO/TKO,red
1129,27.0,190.0,84.0,Tom Breese,27.0,185.0,77.0,Sean Strickland,DEC,red
1130,30.0,177.0,65.0,Alex Caceres,34.0,185.0,65.0,Cole Miller,DEC,blue
1131,36.0,170.0,65.0,Clay Guida,27.0,172.0,65.0,Brian Ortega,KO/TKO,red
1132,27.0,157.0,52.0,Jessica Andrade,35.0,165.0,52.0,Jessica Penne,KO/TKO,blue
1133,36.0,172.0,65.0,Ricardo Lamas,26.0,180.0,65.0,Max Holloway,DEC,red
1134,40.0,175.0,84.0,Hector Lombard,48.0,180.0,84.0,Dan Henderson,KO/TKO,red
1135,38.0,180.0,77.0,Patrick Cote,35.0,185.0,77.0,Donald Cerrone,KO/TKO,red
1136,35.0,185.0,93.0,Sean O'Connell,37.0,180.0,93.0,Steve Bosse,DEC,red
1137,32.0,187.0,93.0,Sam Alvey,30.0,185.0,84.0,Elias Theodorou,DEC,red
1138,32.0,175.0,70.0,Leandro Silva,32.0,180.0,70.0,Jason Saggo,DEC,red
1139,31.0,177.0,70.0,Thibault Gouti,29.0,175.0,70.0,Olivier Aubin-Mercier,SUB,red
1140,29.0,185.0,84.0,Krzysztof Jotko,31.0,193.0,84.0,Tamdan McCrory,KO/TKO,blue
1141,31.0,190.0,77.0,Jonathan Meunier,30.0,180.0,77.0,Colby Covington,SUB,red
1142,24.0,185.0,93.0,Ion Cutelaba,31.0,190.0,93.0,Misha Cirkunov,SUB,red
1143,33.0,170.0,52.0,Jocelyn Jones-Lybarger,33.0,162.0,52.0,Randa Markos,DEC,red
1144,31.0,167.0,61.0,Joe Soto,33.0,170.0,61.0,Chris Beal,SUB,blue
1145,32.0,167.0,56.0,Joanne Calderwood,35.0,170.0,56.0,Valerie Letourneau,KO/TKO,blue
1146,28.0,165.0,56.0,Geane Herrera,33.0,162.0,56.0,Ali Bagautinov,DEC,red
1147,29.0,162.0,52.0,Claudia Gadelha,31.0,167.0,52.0,Joanna Jedrzejczyk,DEC,red
1148,26.0,175.0,70.0,Kevin Lee,24.0,180.0,77.0,Jake Matthews,KO/TKO,blue
1149,32.0,180.0,70.0,Andrew Holbrook,29.0,172.0,70.0,Joaquim Silva,KO/TKO,red
1150,30.0,193.0,93.0,Anthony Smith,33.0,185.0,84.0,Cezar Ferreira,DEC,red
1151,31.0,180.0,77.0,Anton Zafir,30.0,182.0,77.0,Li Jingliang,KO/TKO,red
1152,36.0,167.0,65.0,Fernando Bruno,39.0,172.0,65.0,Gray Maynard,DEC,red
1153,25.0,162.0,56.0,Matheus Nicolau,34.0,167.0,56.0,John Moraga,DEC,blue
1154,32.0,177.0,70.0,Will Brooks,34.0,172.0,70.0,Ross Pearson,DEC,blue
1155,33.0,187.0,93.0,Josh Stansbury,30.0,190.0,93.0,Cory Hendricks,DEC,blue
1156,26.0,160.0,52.0,Amanda Cooper,27.0,165.0,52.0,Tatiana Suarez,SUB,red
1157,28.0,185.0,93.0,Khalil Rountree,30.0,185.0,84.0,Andrew Sanchez,DEC,red
1158,27.0,172.0,61.0,Cody Garbrandt,27.0,170.0,61.0,Thomas Almeida,KO/TKO,blue
